gene	GO_ECM	GO_collagen_fibril	GO_wound_healing	GO_cell_adhesion	family_collagen	family_integrin	family_laminin	family_MMP	family_matricellular	annotation_count	mean_AA	mean_HN	AA_minus_HN	mean_expression	expression_variance	mean_signed_correlation_to_selected_cluster	signed_degree_030	signed_degree_040	signed_degree_050	signed_degree_060	aa_positive_integrin_family_absolute_median	aa_positive_matricellular_family_signed_mean	aa_positive_mmp_family_signed_max	aa_positive_all_signed_median	aa_positive_go_collagen_signed_degree_060
COL8A1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3	3.28509271022222	2.88136438642857	0.403728323793651	3.1084615685625	0.0800250310030439	0.689215810390814	0.90625	0.895833333333333	0.833333333333333	0.770833333333333	0.845303604451386	0.694642387397318	0.964370574441539	0.846547818736975	0.769230769230769
COL9A1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2	2.44559655088889	2.38504693242857	0.0605496184603176	2.4191060928125	0.00175275407420165	0.64011166117429	0.895833333333333	0.854166666666667	0.833333333333333	0.791666666666667	0.744583426188658	0.64538037584552	0.917555129547088	0.789613256823293	0.794871794871795
COL9A2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2	2.29512730577778	2.57333093342857	-0.278203627650794	2.416841392875	0.127038354483343	-0.216266836776259	0.0618556701030928	0.0206185567010309	0.0103092783505155	0	0.270066878651254	-0.212612321783412	-0.095158514047931	-0.267371778306524	0
COL9A3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2	2.610322725	2.542726835	0.0675958900000002	2.580749523125	0.00363800657339088	0.604569285706624	0.895833333333333	0.84375	0.8125	0.71875	0.700522579345074	0.623497475074619	0.890130985865003	0.725657999408131	0.717948717948718
COLGALT1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3.87437225433333	5.081295573	-1.20692331866667	4.40240120625	0.958407331906228	-0.542362135487261	0.0520833333333333	0.03125	0.03125	0.0208333333333333	0.622564028200916	-0.527673013886342	-0.25437307738287	-0.664390810279219	0
COLGALT2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2.502520404	2.47457058171429	0.0279498222857142	2.49029235675	0.00152630907340589	0.457991527470867	0.833333333333333	0.739583333333333	0.625	0.364583333333333	0.542621013510323	0.459487181738688	0.665635670561204	0.557155794817523	0.394736842105263
COMP	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	5	2.691619049	2.59350144928571	0.0981175997142856	2.648692599125	0.00889381762211554	0.621570469426713	0.885416666666667	0.822916666666667	0.802083333333333	0.71875	0.778051222842621	0.615521967119567	0.869165937934224	0.777233335688381	0.710526315789474
CRTAP	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2.78765526811111	2.72495521557143	0.0627000525396824	2.760223995125	0.0246351870815717	0.379634632370393	0.729166666666667	0.604166666666667	0.385416666666667	0.135416666666667	0.525258777712882	0.435701301359178	0.636659191376583	0.453453570980426	0.105263157894737
CYP1B1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3.02625690244444	2.78020710885714	0.246049793587302	2.91861011775	0.0508902449704078	0.622884057272156	0.90625	0.875	0.822916666666667	0.677083333333333	0.788048763154954	0.61704999074284	0.878651927051305	0.747107319372268	0.657894736842105
DDR2	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2.635723055	2.48975711514286	0.145965939857143	2.5718629563125	0.0139590264488615	0.626506344829729	0.90625	0.875	0.802083333333333	0.75	0.765698609879469	0.610384417189382	0.846959680245621	0.728605962127669	0.763157894736842
DPT	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2.69437701388889	2.49840300442857	0.195974009460318	2.60863838475	0.0277759118697832	0.644707262428467	0.90625	0.875	0.822916666666667	0.729166666666667	0.758218959465098	0.657959173323317	0.866309820274246	0.774845703285156	0.710526315789474
EMILIN1	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2.93626566344444	2.704969231	0.231296432444445	2.83507347425	0.0390504543244108	0.664980039011571	0.90625	0.885416666666667	0.822916666666667	0.760416666666667	0.82956598568826	0.683241042444838	0.959103396141973	0.81283210814575	0.736842105263158
EXT1	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	5.11794472766667	5.44651983342857	-0.328575105761905	5.2616963364375	0.179649437776361	-0.382175325697713	0.03125	0.03125	0.0208333333333333	0	0.556152031655811	-0.462897394621132	-0.0680678983835345	-0.4682603437456	0
FKBP10	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2.43254333433333	2.33735296257143	0.0951903717619049	2.3908975466875	0.0125042384601657	0.350963905417465	0.677083333333333	0.46875	0.239583333333333	0.0833333333333333	0.433278267781314	0.315340091826269	0.738562542266504	0.387719539447659	0.131578947368421
FOXC1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	4.79379154055556	4.39899143885714	0.394800101698412	4.6210664960625	0.165628153715041	0.412600553501217	0.78125	0.666666666666667	0.458333333333333	0.177083333333333	0.418337866673227	0.346658430879082	0.720857434787868	0.474165066282246	0.210526315789474
FOXC2	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	2.30458589544444	2.25033046257143	0.0542554328730156	2.2808491435625	0.0015225286340962	0.610029927781763	0.854166666666667	0.854166666666667	0.791666666666667	0.739583333333333	0.731519933875184	0.595589078003627	0.869093426609674	0.748593327743797	0.736842105263158
GREM1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2.79741106222222	2.60778717528571	0.189623886936508	2.7144506116875	0.0226290814811027	0.677771380578327	0.90625	0.885416666666667	0.854166666666667	0.78125	0.862049697319756	0.701219609700579	0.92369204722443	0.838135240661266	0.763157894736842
ITGA1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.53930553711111	2.93745285371429	0.601852683396825	3.275994988125	0.192410319772932	0.678346296992095	0.90625	0.90625	0.84375	0.770833333333333	0.788374863432885	0.688628332576805	0.925270415209101	0.813623708733356	0.769230769230769
ITGA10	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2.511339874	2.43264391914286	0.0786959548571429	2.47691039375	0.00529577332941457	0.618711343695912	0.885416666666667	0.864583333333333	0.802083333333333	0.71875	0.750363970979742	0.654797235144617	0.835006157919692	0.747749091119996	0.743589743589744
ITGA2	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	3	3.19484493566667	2.99046331457143	0.204381621095238	3.1054279764375	0.116197965824886	0.379725357459155	0.729166666666667	0.572916666666667	0.3125	0.135416666666667	0.402604537215586	0.361471589420654	0.657485538431156	0.449903194799132	0.179487179487179
ITGA2B	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.34555254133333	2.84020861742857	0.505343923904762	3.124464574625	0.136192795293967	0.680626583373274	0.90625	0.895833333333333	0.84375	0.791666666666667	0.833042871341577	0.687024382912591	0.959632653300981	0.836265126298849	0.794871794871795
ITGA4	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.15312814855556	2.80973025328571	0.343397895269841	3.002891569375	0.0681609150347899	0.665220332761221	0.90625	0.895833333333333	0.822916666666667	0.791666666666667	0.735647478856825	0.644526454536396	0.948099116368539	0.811363474169701	0.846153846153846
ITGA5	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	3	4.18403974911111	4.326053135	-0.142013385888888	4.2461706054375	0.0490136999411701	-0.174915040533349	0.0412371134020619	0.0206185567010309	0.0103092783505155	0	0.276943120331601	-0.150109497307813	-0.0784834126157027	-0.221447057493748	0
ITGA6	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.786385864	3.35389862357143	0.432487240428571	3.5971726963125	0.122712508111342	0.613053588669457	0.90625	0.875	0.78125	0.708333333333333	0.668873936335033	0.583483733587512	0.889154882792761	0.725489838643501	0.769230769230769
ITGA7	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2.41833870988889	2.33830462242857	0.0800340874603176	2.383323796625	0.00549415990611197	0.539762363122127	0.864583333333333	0.833333333333333	0.75	0.645833333333333	0.598389372360224	0.583326676849397	0.819642973112694	0.66413585211072	0.692307692307692
ITGA8	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	3	2.47992258855556	2.447989787	0.0319328015555556	2.465951987875	0.0012465510119582	0.612964940951869	0.885416666666667	0.833333333333333	0.770833333333333	0.739583333333333	0.745906619915028	0.672889653370822	0.911813208810914	0.744319700782861	0.769230769230769
ITGA9	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2.40461357355556	2.33645040228571	0.0681631712698412	2.374792186125	0.0019755876908158	0.659645326738205	0.885416666666667	0.875	0.854166666666667	0.78125	0.745906619915028	0.669592618942528	0.913763858123276	0.815862999192493	0.743589743589744
ITGAE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	5.71636639522222	5.86611619485714	-0.149749799634921	5.7818819325625	0.216963091158528	-0.241147756387449	0.0309278350515464	0.0309278350515464	0	0	0.251718815637298	-0.264622535848007	0.133364323995023	-0.28621517592556	0
ITGAL	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	4.58803289777778	4.15025845585714	0.437774441920634	4.3965065794375	0.311530838200341	0.416033509123547	0.822916666666667	0.677083333333333	0.520833333333333	0.208333333333333	0.558791010119425	0.425881274363598	0.681407013243128	0.510579465141758	0.153846153846154
ITGAM	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2.95613177066667	3.670034855	-0.713903084333333	3.2684643700625	0.566638959730815	-0.294497921681254	0.0515463917525773	0.0309278350515464	0.0206185567010309	0.0206185567010309	0.385427510578997	-0.280404574620809	-0.254313588486246	-0.376245518289532	0
ITGB1	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	4	7.48363244733333	7.97660314785714	-0.492970700523809	7.6993071288125	0.181145689274188	-0.23774990155705	0.0309278350515464	0.0206185567010309	0.0103092783505155	0	0.248088255847421	-0.190900331309474	-0.0997544192715796	-0.28804278232411	0
ITGB2	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.47333124	3.94061060814286	-0.467279368142857	3.6777659635625	0.0963156654486912	-0.55224978480634	0.0625	0.0625	0.0625	0.03125	0.678728304450326	-0.56055851389539	-0.295999889453666	-0.691107090849114	0
ITGB3	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	4	3.64450934444444	3.12607161542857	0.518437729015873	3.417692838	0.173192828762703	0.609334026701913	0.895833333333333	0.84375	0.760416666666667	0.6875	0.750363970979742	0.654900277843382	0.943458680626578	0.761224841159	0.692307692307692
ITGB4	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.85489180222222	4.45282522857143	-0.597933426349206	4.11648767625	0.650039081048981	-0.269190737928246	0.0618556701030928	0.0515463917525773	0.0103092783505155	0.0103092783505155	0.360390922790481	-0.228918090923908	0.168014508294036	-0.34748490640631	0
ITGB5	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	6.17494502244444	6.39718432871429	-0.222239306269842	6.2721747189375	0.203339883695542	-0.202553739504305	0.0515463917525773	0.0206185567010309	0	0	0.340951448203702	-0.166070798818416	0.153656521871084	-0.271117872344673	0
ITGB7	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.25445978488889	3.54217464228571	-0.287714857396825	3.380335035	0.107126590950451	-0.273006994513978	0.0309278350515464	0.0206185567010309	0.0103092783505155	0	0.30358733334282	-0.250686742787982	-0.031222757963359	-0.332514345239972	0
ITGB8	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	2.96021304388889	2.76719248342857	0.193020560460317	2.8757665486875	0.0337521590538171	0.507423041104287	0.833333333333333	0.802083333333333	0.697916666666667	0.510416666666667	0.636562212208568	0.47846184787248	0.74408855198006	0.598332811509854	0.538461538461538
ITGBL1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	2	3.03944664533333	2.767892344	0.271554301333333	2.9206416385	0.0462001524872308	0.674471304008368	0.90625	0.875	0.822916666666667	0.770833333333333	0.823028529267461	0.693676295346107	0.925483534664409	0.831443305122	0.743589743589744
LAMA1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	2.30874873866667	2.16168712914286	0.14706160952381	2.2444092845	0.0154946911982897	0.674212295520572	0.90625	0.885416666666667	0.833333333333333	0.770833333333333	0.847564062585375	0.690423241116503	0.961345175290168	0.837493115997701	0.794871794871795
LAMA2	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	3.54499149944444	2.96815545885714	0.576836040587302	3.2926257316875	0.183131788307566	0.686523101447846	0.895833333333333	0.895833333333333	0.864583333333333	0.770833333333333	0.863191612000803	0.692715488975463	0.953893273848153	0.858065393766917	0.769230769230769
LAMA3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	2	2.45671626677778	2.70362152314286	-0.246905256365079	2.5647373164375	0.115638797831905	-0.362536468079482	0.0520833333333333	0.03125	0.0208333333333333	0.0208333333333333	0.472671932024528	-0.369798357218618	-0.118106265382276	-0.468941586482587	0
LAMA4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	2	2.85552598422222	2.68522378942857	0.170302194793651	2.781018774	0.0188566975441515	0.674768617224093	0.90625	0.854166666666667	0.802083333333333	0.791666666666667	0.852965048594446	0.704931956550839	0.960700786057022	0.834377507387944	0.794871794871795
LAMB1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	3.68494026711111	3.06212357242857	0.62281669468254	3.4124579631875	0.195269845229792	0.697913630571594	0.90625	0.90625	0.885416666666667	0.78125	0.849256211808899	0.684814437286748	0.963646507264538	0.855777893385493	0.743589743589744
LAMB3	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	4.01604823011111	4.49517513414286	-0.479126904031746	4.225666250625	0.254329023433114	-0.432706479981362	0.0520833333333333	0.0208333333333333	0.0208333333333333	0	0.555890632584837	-0.46925258350002	-0.277687041682153	-0.537843591727415	0.0256410256410256
LAMB4	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	3.52940906033333	3.006154464	0.523254596333333	3.3004851744375	0.165157574110335	0.685232230234035	0.90625	0.895833333333333	0.833333333333333	0.78125	0.84881815069424	0.685689175442212	0.935288317085515	0.842263414581722	0.769230769230769
LAMC1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	3.04417255733333	3.18349590014286	-0.139323342809524	3.1051265198125	0.0178011746937925	-0.262879935937686	0.0412371134020619	0	0	0	0.346250685793717	-0.289817842701771	-0.122324462639478	-0.323827432188007	0
LAMC2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5.23908352577778	5.33891679028571	-0.0998332645079367	5.282760579	0.321072893899516	-0.220453085938951	0.0515463917525773	0.0309278350515464	0	0	0.347323704937931	-0.22048656778792	0.0642001984309487	-0.292155073779569	0
LAMC3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	2	2.41144754333333	2.34543530971429	0.0660122336190478	2.382567191125	0.00253671146726113	0.677957146768231	0.90625	0.895833333333333	0.84375	0.791666666666667	0.842238973652137	0.68144670440883	0.961559871488273	0.830628802960958	0.769230769230769
LOX	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	3.41221399344444	3.200037968	0.212176025444444	3.3193869823125	0.204593666244091	0.287027809824177	0.505154639175258	0.34020618556701	0.195876288659794	0.123711340206186	0.294938247157279	0.257154693862054	0.701290171630936	0.313946066567313	0.157894736842105
LOXL2	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2.55292180888889	2.48809359342857	0.0648282154603175	2.524559464625	0.00230983527920433	0.592729464507212	0.854166666666667	0.84375	0.802083333333333	0.739583333333333	0.669597889316344	0.600494423072378	0.854556481179864	0.750006703997767	0.736842105263158
LUM	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3.47378258477778	2.881490758	0.592291826777778	3.2146549105625	0.175087453551539	0.690281246946719	0.90625	0.90625	0.864583333333333	0.78125	0.823171871257435	0.678294801996373	0.928172523434901	0.844171636843133	0.763157894736842
